text,class
"In particular, the General Court noted, in paragraph 92 of the judgment under appeal, that the Commission ‘[had] not limit[ed] that framework to the tax treatment of financial goodwill only’.",1
"As the appellants have rightly pointed out, the Commission had stated, in recital 96 of the decision at issue, that the appropriate framework for the assessment of the measure at issue was constituted by the rules on the tax treatment of ‘financial goodwill’.",1
"However, although the terminology used in the judgment under appeal does indeed differ from that of the decision at issue, it cannot be concluded that the General Court thereby identified a reference system that was substantively different from that identified by the Commission or that it relied on a different reasoning from that of the Commission in the decision at issue in order to find that the tax treatment of goodwill constituted the relevant reference system in the present case.",1
"As the Commission contends, in the circumstances of the present case, the treatment of goodwill may be fully assimilated to the treatment of financial goodwill.",1
"In that regard, as the General Court noted in paragraph 70 of the judgment under appeal, the Commission expressly ruled out, in the decision at issue – in response inter alia to the arguments put forward by the Spanish authorities regarding the identification of the reference system – the limitation of that system to the tax treatment of goodwill resulting from the acquisition of a shareholding in a company established in a country other than Spain.",1
"The General Court thus emphasised that, as is clear from recital 89 of the decision at issue, the Commission had stated that the measure at issue had to be assessed in the light of the general provisions of the corporate tax system as applicable to situations in which the emergence of goodwill leads to a fiscal benefit.",1
"The Commission clarified, in that decision, that its position could be explained by the finding that the situations in which financial goodwill can be amortised do not cover the whole category of taxpayers placed in a similar factual or legal situation.",1
"In that context, it should be noted that, as is apparent from paragraph 71 of the judgment under appeal, for the purposes of identifying the reference system, the General Court relied, inter alia, on the Commission’s findings in recitals 19, 20, 99 and 100 of the decision at issue, according to which the reference system provided for the amortisation of goodwill only in the event of a business combination, with the result that, by allowing the goodwill that would have been booked, if the businesses had combined, to appear even in the absence of a business combination, the measure at issue constituted an exception to that reference system.",1
"In addition, referring also to recital 100 of the decision at issue, the General Court additionally relied on the Commission’s findings that, since the amortisation of goodwill deriving from the simple acquisition of shareholdings was allowed only in the case of cross-border shareholding acquisitions and not in the case of the acquisition of domestic shareholdings, the measure at issue thereby introduced a difference in treatment between domestic transactions and cross-border transactions, with the result that it could not be considered a new general rule in its own right.",1
"It is clear from those passages of the decision at issue, to which the judgment under appeal relates, that, as the General Court held, when the Commission designated the ‘rules on the tax treatment of financial goodwill’ as the reference system, it intended to refer not only to the rules specifically applicable to the amortisation of goodwill in the event of the acquisition of shareholdings, but also to the rules of the general Spanish corporate tax system governing the amortisation of goodwill in general, since those general rules do indeed provide a relevant assessment framework for those more specific rules.",1
"It follows that, in paragraphs 70, 92, 123 and 140 of the judgment under appeal, the General Court confined itself to interpreting the decision at issue as regards the definition of the reference system in a manner consistent with the particulars of that decision and did not, therefore, substitute the grounds of that decision within the meaning of the case-law referred to in paragraph 70 of the present judgment.",1
"Accordingly, the General Court did not err in law in determining the reference system.",1
ECLI:EU:C:2021:793 13 JUDGMENT OF 6.,0
"1 – JOINED CASES C-51/19 P AND C-64/19 P WORLD DUTY FREE GROUP AND SPAIN V COMMISSION 80 The first complaint in the first part of WDFG’s single ground of appeal and the first part of the Kingdom of Spain’s single ground of appeal must, therefore, be rejected as unfounded.",1
(2) The refusal to consider the measure at issue as an autonomous reference system (second complaint in the first part of WDFG’s single ground of appeal and second part of the Kingdom of Spain’s single ground of appeal) (i) The existence of a substitution of grounds 81 The appellants complain that the General Court substituted its own reasoning for that of the decision at issue in ruling out the possibility that the measure at issue might constitute a reference system in its own right.,1
"In essence, although the Commission had in that decision dismissed the possibility of there being an autonomous reference system constituted by the measure at issue solely because of the alleged absence of legal obstacles to cross-border mergers, the General Court is argued to have relied on a different argument in paragraphs 127 to 140 of the judgment under appeal.",1
"In that regard, as has been pointed out in paragraph 75 above, it must be borne in mind that the General Court held that, from the Commission’s point of view, the reference system could not be limited to the tax treatment of financial goodwill, introduced by the measure at issue, since that measure benefited only undertakings acquiring shareholdings in non-resident companies, and that, in order to assess the existence of discrimination against undertakings making acquisitions of the same type but in resident companies, it was necessary to take account of the general provisions of the corporate tax system as applicable to situations in which the emergence of goodwill leads to a fiscal benefit.",1
"It cannot, therefore, be concluded that the General Court substituted the grounds of the decision at issue by overlooking the fact that the Commission allegedly relied, in reality, on the absence of obstacles to cross-border combinations in order to exclude the measure at issue from constituting the reference tax system.",1
"Although, as the appellants submit, the Commission did indeed refer, in recitals 93 to 96 and 117 of that decision, to the alleged absence of legal obstacles to cross-border mergers, it confined itself, by those references, to taking a position on the observations submitted by the Spanish authorities with a view, inter alia, to calling into question not only the reference system as provisionally identified in the decision of 10 October 2007 to initiate the formal investigation procedure, but also the possible elements of comparison and justification under the second and third stages of the examination of selectivity.",1
"Consequently, as the Advocate General observed in point 65 of his Opinion, contrary to the appellants’ contentions, it is not because of a lack of recognition of obstacles to cross-border business combinations that the Commission decided that the measure at issue could not be the correct reference system for the purposes of the selectivity analysis, but because it took the view that that measure should be assessed in the light of a broader set of rules, which included both the rules applicable to the amortisation of financial goodwill in the case of the acquisition of shareholdings in resident companies and the principles applicable to the amortisation of goodwill in general, which, according to the Commission, were aligned with each other in providing that goodwill was deductible only if the acquisition of a shareholding was followed by a business combination.",1
ECLI:EU:C:2021:793 JUDGMENT OF 6.,1
"1 – JOINED CASES C-51/19 P AND C-64/19 P WORLD DUTY FREE GROUP AND SPAIN V COMMISSION 86 It follows that the claim that the General Court substituted grounds, in paragraphs 127 to 140 of the judgment under appeal, is unfounded.",1
"(ii) The existence of an error of law in the General Court’s refusal to regard the measure at issue as an autonomous reference system 87 The appellants submit, in the alternative, that the reasoning followed by the General Court in order to rule out the possibility that the measure at issue might constitute an autonomous reference system is vitiated by an error of law.",1
"First, they observe that the aim of that measure is to ensure fiscal neutrality with regard to acquisitions of shareholdings in Spain and abroad and, accordingly, its purpose cannot be reduced to that of solving a specific problem, as the General Court incorrectly stated in paragraph 139 of the judgment under appeal.",1
"Secondly, they argue that the General Court’s reasoning leads to the selectivity of a measure being assessed differently, depending on whether the national legislature decided to create a separate tax or to modify a general tax, and, therefore, depending on the regulatory technique used.",1
"In the present case, the Court of Justice notes that the reasoning set out by the General Court in paragraphs 95 to 141 of the judgment under appeal was intended to respond to the argument that, because of the obstacles to cross-border combinations, the Commission ought to have identified the measure at issue as the reference system.",1
"Although the appellants do not criticise the methodology applicable to the determination of the reference system in the context of the first stage of the examination of selectivity set out in paragraphs 95 to 108 of the judgment under appeal, they do, however, criticise the remainder of the examination carried out by the General Court, as set out in paragraphs 109 to 141 of that judgment.",1
"As regards, in the first place, the reasoning set out in paragraphs 109 to 125 of the judgment under appeal, that reasoning is concerned with the issue whether, in the light of the objective of the normal regime identified by the Commission, undertakings acquiring shareholdings in resident companies and those acquiring shareholdings in non-resident companies are in a comparable legal and factual situation.",1
"However, that examination of comparability is not directly connected to the delimitation of the reference framework which must be carried out under the first stage of the examination of selectivity, notwithstanding the fact that, in paragraph 125 of the judgment under appeal, the General Court found ‘the existence of links between those two steps, or even in some cases, such as the present, a common line of reasoning’.",1
"Thus, the arguments advanced by the appellants in order to challenge the definition of the objective of the reference system will be assessed at a later stage, in the context of the examination of the second part of WDFG’s single ground of appeal and the third part of the Kingdom of Spain’s single ground of appeal, alleging an error in the determination of the objective in the light of which the examination of comparability had to be carried out.",1
"In the second place, as regards paragraphs 126 to 141 of the judgment under appeal, in those paragraphs the General Court examined whether the measure at issue could in itself, in the light of its own specific characteristics and therefore regardless of any comparative analysis, constitute an autonomous reference framework.",1
ECLI:EU:C:2021:793 15 JUDGMENT OF 6.,1
"1 – JOINED CASES C-51/19 P AND C-64/19 P WORLD DUTY FREE GROUP AND SPAIN V COMMISSION 93 In that regard, first, the appellants are wrong to argue that the General Court relied primarily on the regulatory technique chosen by the Spanish legislature, in order to conclude that the measure at issue was selective.",1
It is indeed apparent from the judgment under appeal that the General Court relied on the purpose and effects of that measure and not on merely formal considerations.,1
"In particular, the General Court pointed out, in paragraph 135 of that judgment, that the measure at issue constituted an exception to the general rule that only business combinations may lead to the amortisation of goodwill.",1
"Admittedly, as the appellants have rightly argued, it is apparent from the case-law that the use of a particular regulatory technique cannot enable national tax rules to evade, from the outset, scrutiny under State aid rules as provided for under the FEU Treaty, nor is such use sufficient to define the relevant reference framework for the purposes of assessing the condition relating to selectivity, since that would cause the form of State intervention to prevail decisively over its effects.",1
"Consequently, the regulatory technique used cannot be decisive for the purposes of determining the reference framework (see, to that effect, judgment in WDFG, paragraph 76, and judgment of 28 June 2018, Andres (insolvency of Heitkamp BauHolding) v Commission, C-203/16 P, EU:C:2018:505, paragraph 92).",1
"However, it follows from that case-law that while for the purposes of establishing the selectivity of a tax measure the regulatory technique used is not decisive, with the result that it is not always necessary for it to derogate from a common tax system, the fact that it is a derogation as a result of the use of that regulatory technique is relevant for those purposes where it follows that two categories of operators are distinguished and a priori treated differently, namely those covered by the derogation and those which are covered by the ordinary taxation regime, even though those two categories are in a comparable situation with regard to the objective pursued by that system (judgment of 28 June 2018, Andres (insolvency of Heitkamp BauHolding) v Commission, C-203/16 P, EU:C:2018:505, paragraph 93 and the case-law cited).",1
"It follows that the General Court cannot be criticised for having held, among other considerations, that the measure at issue constituted a derogation in order to examine whether it was selective.",1
"Secondly, as regards the appellants’ criticism of the reference to the Opinion of Advocate General Warner in Italy v Commission (173/73, EU:C:1974:52; ‘Advocate General Warner’s Opinion’; p.",0
"), the General Court rightly pointed out, in paragraph 135 of the judgment under appeal, that, as the Commission correctly stated in recital 100 of the decision at issue, the measure at issue had not introduced a new general rule in its own right relating to the amortisation of goodwill; it had, on the contrary, introduced an ‘exception to the general rule’ that only business combinations may lead to the amortisation of goodwill, with that exception, in the Kingdom of Spain’s view, being intended to remedy the adverse effects for the acquisition of shareholdings in non-resident companies created by applying the general rule.",1
"Consequently, it is apparent from the judgment under appeal that, in support of its conclusion that the reference system could not be limited to the measure at issue alone, the General Court did not rely solely on the fact that that measure, like the measure at issue in the case which gave rise to Advocate General Warner’s Opinion, was intended to pursue a targeted objective and thus to solve a specific problem.",1
"It follows that the arguments advanced by the appellants, first, objecting to the present case’s being placed on the same footing as that which gave rise to Advocate General Warner’s Opinion and, secondly, intended to demonstrate that the objective 16 ECLI:EU:C:2021:793 JUDGMENT OF 6.",0
"1 – JOINED CASES C-51/19 P AND C-64/19 P WORLD DUTY FREE GROUP AND SPAIN V COMMISSION of the measure at issue was to safeguard the principle of fiscal neutrality, and not to solve a specific problem, are insufficient to invalidate the General Court’s reasoning and are, therefore, ineffective.",1
"In any event, it must be borne in mind that the mere fact that the measure at issue is of a general nature, in that it may a priori benefit all undertakings subject to corporate tax, does not mean that it cannot be selective.",1
"As the Court of Justice has already held, with respect to a national measure conferring a tax advantage of general application, like the measure at issue, the condition relating to selectivity is fulfilled where the Commission is able to demonstrate that that measure is a derogation from the ordinary or ‘normal’ tax system applicable in the Member State concerned, thereby introducing, through its actual effects, differences in the treatment of operators, although the operators who qualify for the tax advantage and those who do not are, in the light of the objective pursued by that Member State’s tax system, in a comparable factual and legal situation (judgment in WDFG, paragraph 67).",1
"In the light of all the foregoing considerations, the second complaint in the first part of WDFG’s single ground of appeal and the second part of the Kingdom of Spain’s single ground of appeal must be rejected as ineffective and, in any event, unfounded.",1
"(3) The arbitrary nature of the definition of the reference system (third complaint in the first part of WDFG’s single ground of appeal) 101 In the third complaint in the first part of its single ground of appeal, WDFG submits, first, that the reference system used by the General Court was defined arbitrarily, since it is difficult to identify the criterion specifically used to identify the coherent framework of which the measure at issue forms part.",1
"It submits, secondly, that the General Court erroneously and invalidly identified, in the reference system which it defined, what constitutes the rule and what constitutes the exception.",1
"According to WDFG, the General Court was wrong to hold, in paragraph 135 of the judgment under appeal, that the rule was that it was impossible to amortise goodwill and that the measure at issue introduced an exception to that rule.",1
"As in the case which gave rise to the judgment of 28 June 2018, Andres (insolvency of Heitkamp BauHolding) v Commission (C-203/16 P, EU:C:2018:505), the General Court confused the rule with the exception.",1
"The first submission, alleging that the General Court arbitrarily defined the reference system at issue, must be rejected since, as is apparent from paragraphs 75 to 78 above, the General Court set out to the requisite legal standard the reasoning which led it to refer, in the circumstances of the present case, to the rules applicable under Spanish law to the tax treatment of goodwill for the purposes of determining corporate tax and, thus, to confirm the assessment in that regard in the decision at issue.",1
"It should be borne in mind that the premiss on which the Commission relied is based on the finding, endorsed by the General Court, that under Spanish law amortisation of goodwill is generally conditional on there being a business combination.",1
"The second submission, alleging that the General Court erroneously and invalidly identified the rule and the exception, must also be rejected.",1
"In accordance with the interpretation of the Spanish tax legislation adopted by the General Court, only a business combination generally allows the amortisation of goodwill, including in the case of financial goodwill resulting from the acquisition of shareholdings in resident companies, in accordance with Article 89(3) of the Corporate Tax Law, as approved by Royal Legislative Decree 4/2004.",1
"It is not, therefore, the non-amortisation of financial goodwill which constitutes the general rule from which the measure at issue derogates, but the principle that the amortisation is generally possible only in the case of a business combination; the General Court inferred that principle from the provisions on the tax treatment of goodwill for corporate tax purposes, whether those provisions relate to the amortisation of goodwill in the case of an acquisition of an undertaking or to the amortisation of financial goodwill resulting from the acquisition of shareholdings in resident companies followed by a merger.",1
"In the light of those considerations, the third complaint in the first part of WDFG’s single ground of appeal and, consequently, the first part of that ground of appeal in its entirety, must be rejected as unfounded.",1
"B. The second part of WDFG’s single ground of appeal and the third part of the Kingdom of Spain’s single ground of appeal, alleging an error in the determination of the objective in the light of which the examination of comparability is carried out Arguments of the parties 105 WDFG and the Kingdom of Spain, in the context of the second and third parts of their single ground of appeal respectively, dispute, in essence, the grounds of the judgment under appeal, set out in paragraphs 143 to 164 thereof, by which the General Court identified the objective of the reference system and, in the light of that objective, compared the situation of the undertakings qualifying for the advantage established by the measure at issue and those which do not.",1
"WDFG submits, in the first place, that the General Court erred in law in determining the objective underlying the comparison to be carried out in the second stage of the examination of the selectivity of the measure at issue.",0
"The General Court, which again departed from the decision at issue, misinterpreted the case-law on the determination of the objective applicable to a tax measure.",0
"Contrary to what the General Court suggests, there is no contradiction in the case-law of the Court of Justice as to whether the situation of the undertakings qualifying for the ‘measure at issue’ and that of those not qualifying must be compared in the light of the objective of that measure or that of the ‘system of which it forms part’.",0
"According to WDFG, those objectives must coincide and, if they do not, it is because the national legislature introduced into the tax system a measure which is inconsistent with its logic.",0
"In the present case, the true objective of the regime by reference to which the comparison should be made is, as the Commission itself acknowledged in the decision at issue, fiscal neutrality.",0
"Fiscal neutrality is a much more general and logical objective than the parallelism, referred to by the General Court, between the accounting treatment and tax treatment of the goodwill from which an undertaking benefits as a result of acquiring shareholdings in a company, since as a matter of principle any corporate tax departs by definition from the accounting result.",0
"In the second place, WDFG submits that the General Court was wrong to hold, in paragraph 121 of the judgment under appeal, that the objective of the tax provisions on goodwill was to ensure a degree of consistency between the tax treatment of goodwill and its accounting treatment.",0
"That assertion is not only arbitrary, but wholly unfounded, since by definition all corporate taxes differ from the accounting result.",0
"As regards specifically the provisions on the amortisation of goodwill, the various situations provided for by the Corporate Tax Law, as approved by Royal Legislative Decree 4/2004, have in common not the objective of ensuring consistency between the tax treatment and accounting treatment of goodwill, but rather that of avoiding double taxation and of ensuring fiscal neutrality.",0
ECLI:EU:C:2021:793 JUDGMENT OF 6.,0
1 – JOINED CASES C-51/19 P AND C-64/19 P WORLD DUTY FREE GROUP AND SPAIN V COMMISSION 108 The Kingdom of Spain also submits that the General Court erred in law in failing to define correctly the objective of the reference framework and in failing to carry out correctly the comparison required by the judgment in WDFG.,0
"It takes the view that not only does the definition of the reference framework adopted in the judgment under appeal differ from that of the decision at issue, but that the General Court was also wrong to hold that the objective of the measure at issue was to ensure consistency between the tax treatment of goodwill and its accounting treatment.",0
The accounting rule and the tax rule differ in many respects as regards the recognition of goodwill and even its amortisation.,0
"Contrary to the General Court’s finding, the objective pursued by the measure at issue is fiscal neutrality, so that similar investment decisions may be based on economic criteria, not tax criteria.",0
"The Commission contends that those arguments, which it considers inadmissible and, in any event, unfounded, should be rejected.",0
Findings of the Court (a) Admissibility 110 The Commission contends that the second part of WDFG’s single ground of appeal and the third part of the Kingdom of Spain’s single ground of appeal are inadmissible in their entirety.,1
"It maintains that the arguments put forward were not raised before the General Court or relate to questions of fact, which include the interpretation of the content and scope of national law.",1
"As regards the first plea of inadmissibility raised by the Commission, it must be rejected on the same grounds as those set out in paragraphs 56 to 58 above.",1
"A party is entitled to put forward pleas and arguments arising from the judgment under appeal itself and which seek to criticise, in law, its correctness.",1
"The appellants are, therefore, entitled to call into question the findings made by the General Court, irrespective of the fact that they did not put forward at first instance arguments intended specifically to challenge the decision at issue on that point.",1
"As regards the second plea of inadmissibility raised by the Commission, alleging that the appellants intended to call into question findings of fact which are not, in principle, subject to review by the Court of Justice, it must be borne in mind that, according to settled case-law, the assessment of facts and evidence does not constitute, save where the clear sense of the facts and evidence has been distorted, a question of law which is subject as such to review by the Court of Justice in the context of an appeal.",1
"It is only when the General Court has established or assessed the facts that the Court of Justice has jurisdiction under Article 256 TFEU to review the legal characterisation of those facts and the legal conclusions which have been drawn from them (judgment of 25 July 2018, Commission v Spain and Others, C-128/16 P, EU:C:2018:591, paragraph 31 and the case-law cited).",1
"Thus, with respect to the assessment in the context of an appeal of the General Court’s findings on national law, which, in the field of State aid, constitute findings of fact, the Court of Justice has jurisdiction only to determine whether that law was distorted.",1
"By contrast, since the assessment in the context of an appeal of the legal classification which has been attributed to that national law by the General Court under a provision of EU law constitutes a question of law, it falls within the jurisdiction of the Court of Justice (judgment of 28 June 2018, Andres (insolvency of Heitkamp BauHolding) v Commission, C-203/16 P, EU:C:2018:505, paragraph 78 and the case-law cited).",1
ECLI:EU:C:2021:793 19 JUDGMENT OF 6.,1
"1 – JOINED CASES C-51/19 P AND C-64/19 P WORLD DUTY FREE GROUP AND SPAIN V COMMISSION 114 Furthermore, as has been pointed out in paragraph 70 above, the General Court cannot, under any circumstances, substitute its own reasoning for that of the author of the contested act, with the result that the Court of Justice has jurisdiction in an appeal to ascertain whether the General Court has made such a substitution and thus erred in law.",1
"Since by their arguments summarised in paragraphs 105 to 108 above the appellants essentially complain that the General Court substituted its own reasoning for that of the decision at issue, concerning the ‘objective’ in the light of which the situations of the undertakings qualifying for the advantage resulting from the application of the measure at issue and those not qualifying must be compared, those arguments are admissible.",1
"(b) Substance 116 In the first place, as regards the argument directed against the General Court’s conclusion that the case-law is inconsistent as to whether the comparison should be carried out in the light of the objective of the measure examined or that of the system of which that measure forms part, that argument must be rejected as ineffective.",1
"WDFG merely asserts that the choice between one or other objective is immaterial since they must, in principle, coincide.",1
"Consequently, even if the General Court’s findings in relation to the scope of the case-law of the Court of Justice were to be incorrect, it must be observed that WDFG does not challenge the General Court’s conclusion, set out in paragraph 156 of the judgment under appeal, that the examination of comparability at the second stage of the analysis of selectivity has to be carried out in the light of the objective of the reference system of which the measure under examination forms part, and not in the light of that measure’s objective.",1
"In the second place, the appellants raise a complaint alleging the substitution of the grounds of the decision at issue as regards the identification of the reference system’s objective.",1
"They submit that the objective of ensuring ‘a degree of consistency between the tax treatment of goodwill and its accounting treatment’, referred to in paragraph 121 of the judgment under appeal, is in no way reflected in either the decision at issue or the observations submitted by the Kingdom of Spain during the administrative procedure.",1
"WDFG also submits that, in any event, the assertion that the tax provisions on goodwill pursue such an objective is arbitrary and unfounded.",1
"In the present case, it must be noted that the Commission did not at any point of the decision at issue state that the objective of the reference system that it identified included maintaining a degree of consistency between the tax treatment and accounting treatment of goodwill.",1
"Admittedly, the General Court referred, in paragraphs 117 to 119 of the judgment under appeal, to some of the findings in that decision when it stated that the tax treatment of goodwill is based on the criterion of whether or not a business combination has arisen; it also explained, by reference to recitals 19 and 99 of the decision at issue, that that circumstance is due to the fact that, following an acquisition or contribution of the assets constituting independent businesses or even a merger or a de-merger, ‘goodwill … appears, as a separate intangible asset, in the books of the combined business’ (paragraph 117 of the judgment under appeal).",1
"Similarly, the statement that the tax treatment of goodwill is ‘in line with an accounting logic’ (paragraph 116 of the judgment under appeal) follows on from certain considerations set out by the Commission in the decision at issue, in particular in recitals 97 to 100 thereof.",1
ECLI:EU:C:2021:793 JUDGMENT OF 6.,1
"1 – JOINED CASES C-51/19 P AND C-64/19 P WORLD DUTY FREE GROUP AND SPAIN V COMMISSION 121 However, it was without reference to that decision and on the basis of its own interpretation of the tax and accounting rules applicable under Spanish law that the General Court concluded that the objective of the rules on the amortisation of financial goodwill contained in the Corporate Tax Law, as approved by Royal Legislative Decree 4/2004, was to ensure consistency between the tax treatment and accounting treatment of goodwill and that, in the light of that objective, the situation of undertakings investing in Spanish companies is comparable to that of undertakings investing in non-resident companies.",1
"Consequently, by substituting its own reasoning for that of the decision at issue, the General Court erred in law.",1
"It is necessary, however, to examine whether, notwithstanding the error of law made by the General Court, the second complaint of the first plea in law relied on by WDFG in support of its action before that court should in any event have been rejected, inasmuch as it criticised the Commission for failing to demonstrate that the acquisitions of shareholdings in resident companies and those in non-resident companies were comparable in the light of the objective of fiscal neutrality pursued by the measure at issue.",1
"Indeed, according to settled case-law, if the grounds of a judgment of the General Court disclose an infringement of EU law but the operative part is shown to be well founded on other legal grounds, such an infringement is not capable of bringing about the setting aside of that judgment (judgments of 30 September 2003, Biret International v Council, C-93/02 P, EU:C:2003:517, paragraph 60 and the case-law cited, and of 14 October 2014, Buono and Others v Commission, C-12/13 P and C-13/13 P, EU:C:2014:2284, paragraph 62 and the case-law cited).",1
"In that regard, it must be borne in mind that, in accordance with the case-law mentioned in paragraph 35 above, to which the General Court was fully entitled to refer in paragraph 145 of the judgment under appeal, the examination of comparability at the second stage of the analysis of selectivity must be carried out in the light of the objective of the reference system and not that of the measure at issue.",1
"In the present case, the appellants submit that the objective of the reference system, which, in their view, is indissociable from that of the measure at issue, is to preserve fiscal neutrality.",1
"They state that, in the light of that objective, undertakings which acquire shareholdings in domestic companies and those which acquire shareholdings in cross-border companies are in different situations because of the obstacles to cross-border business combinations.",1
"As the Court of Justice has held, a measure such as the measure at issue, which is designed to facilitate exports, may be regarded as selective if it benefits undertakings carrying out cross-border transactions, in particular investment transactions, and is to the disadvantage of other undertakings which, while in a comparable factual and legal situation, in the light of the objective pursued by the tax system concerned, carry out other transactions of the same kind within the national territory (judgment in WDFG, paragraph 119).",1
"In the present case, the General Court was fully entitled to find, in paragraph 122 of the judgment under appeal, that undertakings which acquire shareholdings in non-resident companies are, in the light of the objective pursued by the tax treatment of goodwill, in a comparable factual and legal situation to that of undertakings which acquire shareholdings in resident companies.",1
"Since undertakings which acquire cross-border minority shareholdings may benefit from the measure at issue even though they are not affected by the alleged obstacles to business combinations to which WDFG refers, it cannot be claimed that, because of those obstacles, the beneficiaries of the measure at issue are in a different legal and factual situation from that of undertakings covered by the normal tax system.",1
"In the light of those considerations, it must be concluded that, notwithstanding the error of law by the General Court in substituting its own reasoning for that of the decision at issue in the examination of the definition of the reference system’s objective, the second part of WDFG’s single ground of appeal and the third part of the Kingdom of Spain’s single ground of appeal must be rejected as unfounded.",1
"C. The third part of WDFG’s single ground of appeal and the fourth part of the Kingdom of Spain’s single ground of appeal, alleging an error of law in the allocation of the burden of proof Arguments of the parties 130 The appellants submit that by failing to examine, during the first and second stages of the analysis of selectivity, which undertakings were in a comparable situation in the light of the reference system’s objective of fiscal neutrality and by deferring that examination to the third stage, the General Court reversed the burden of proof.",0
"In that regard, it follows from the case-law that, during the first and second stages of the examination of the selectivity of a measure, the burden of proving that the situations are comparable in the light of the objective pursued lies with the Commission.",0
"The Commission contends that the appellants’ arguments are inadmissible and, in any event, unfounded.",0
"In the first place, as regards the plea of inadmissibility raised by the Commission in respect of the appellants’ arguments, it must be rejected on the same grounds as those set out in paragraphs 56 to 58 above.",1
"A party is entitled to put forward pleas and arguments arising from the judgment under appeal itself and which seek to criticise, in law, its correctness.",1
"The appellants are, therefore, entitled to call into question the findings made by the General Court, irrespective of the fact that they did not put forward at first instance arguments intended specifically to challenge the decision at issue on that point.",1
"As regards the merits of the third part of WDFG’s single ground of appeal and the fourth part of the Kingdom of Spain’s single ground of appeal, the appellants complain specifically that the General Court took account of the fact that the measure at issue pursued an objective of fiscal neutrality only at the third stage of the analysis of the selectivity of the measure at issue, and not at the first and second stages of that analysis.",1
"The appellants’ arguments are based on the premiss that the General Court erred in law in determining the reference system’s objective as the consistency between the tax treatment and accounting treatment of goodwill, and not the principle of fiscal neutrality.",1
ECLI:EU:C:2021:793 JUDGMENT OF 6.,0
"1 – JOINED CASES C-51/19 P AND C-64/19 P WORLD DUTY FREE GROUP AND SPAIN V COMMISSION 135 Suffice it to note in that regard that, as is apparent from the considerations set out in paragraphs 116 to 129 above, although the General Court erred in finding that the objective of the reference system concerned the consistency between the tax treatment and accounting treatment of goodwill, it has not been established that the objective of fiscal neutrality was such as to preclude the aid from being found to be selective at the second stage of the analysis of selectivity.",1
"The third part of WDFG’s single ground of appeal and the fourth part of the Kingdom of Spain’s single ground of appeal must, therefore, be rejected as ineffective.",1
"D. The fourth part of WDFG’s single ground of appeal, alleging an error in the application of the principle of proportionality Arguments of the parties 137 WDFG submits, in essence, that the General Court erred in law by examining the proportionality of the measure at issue without having first assessed whether the situations at issue were comparable in the light of the correctly identified objective of the reference system, namely fiscal neutrality.",0
"It submits that the examination of the measure at issue from the point of view of compliance with the principle of proportionality, at the third stage of the analysis of selectivity, serves no purpose and has no justification in the present case.",0
It is only after examining whether the measure discriminates between comparable situations in the light of its objective that it should be considered whether that measure is justified by the fact that it is inherent to the essential principles of the system of which it forms part and complies with the principles of consistency and proportionality.,0
"The Commission contends that the fourth part of WDFG’s single ground of appeal is ineffective and, in any event, unfounded.",0
It must be stated that WDFG’s arguments are based on the premiss that the General Court erred in law by deferring the analysis of the proportionality of the measure at issue to the third stage of the examination of selectivity.,1
"Those arguments cannot, however, be upheld, since, as is apparent from the case-law, the question whether a selective advantage complies with the principle of proportionality arises at the third stage of the examination of selectivity, which examines whether that advantage can be justified by the nature or general scheme of the tax system of the Member State concerned.",1
"At that stage, the Member State is thus called on to demonstrate that a difference in treatment arising from the measure’s objective is consistent with the principle of proportionality, in that it does not go beyond what is necessary to achieve that objective and the objective could not be achieved by less restrictive measures (see, to that effect, judgment of 8 September 2011, Paint Graphos and Others, C-78/08 to C-80/08, EU:C:2011:550, paragraph 75).",1
"Consequently, the fourth part of WDFG’s single ground of appeal must also be rejected.",1
ECLI:EU:C:2021:793 23 JUDGMENT OF 6.,0
"1 – JOINED CASES C-51/19 P AND C-64/19 P WORLD DUTY FREE GROUP AND SPAIN V COMMISSION E. The fifth part of WDFG’s single ground of appeal, alleging an error of law relating to the causal link between the impossibility of cross-border mergers and the acquisition of shareholdings in foreign companies Arguments of the parties 142 WDFG submits, in essence, that the grounds of the judgment under appeal relating to the third stage of the analysis of selectivity, set out in paragraphs 180 to 189 of the judgment under appeal, are vitiated by an error of law since the General Court required proof from the Kingdom of Spain of the existence of ‘a causal link between the impossibility of merging abroad and the acquisition of shareholdings abroad’.",0
"WDFG submits, first, that those grounds introduce an element of analysis which does not appear in the decision at issue and indeed conflicts with its rationale and, secondly, that the proof requested by the General Court is impossible to furnish.",0
The Commission contends that the fifth part of the single ground of appeal should be rejected.,0
"Findings of the Court 144 It should be noted that, in paragraphs 180 to 189 of the judgment under appeal, which are the only paragraphs referred to in the fifth part of WDFG’s single ground of appeal, the General Court set out the reasons why the Kingdom of Spain had failed to establish that the measure at issue offset the alleged detrimental effects of the normal regime.",1
"However, as a supplementary point, it continued its analysis on the assumption that such offsetting had been demonstrated (paragraphs 190 to 198 of the judgment under appeal).",1
"The grounds of the judgment under appeal referred to in the fifth part of WDFG’s single ground of appeal are not, therefore, the only grounds on which the General Court based its conclusion that the Commission did not err in finding that the Kingdom of Spain had not justified the differentiation introduced by the measure at issue.",1
"In accordance with settled case-law, on an appeal, a plea that is directed against a ground in the judgment under appeal, the operative part of which is sufficiently founded in law on other grounds, is ineffective and must, therefore, be rejected.",1
